56		77		81		102		110		131		143		164		180		201		221		242		266		287		315		336		368		389		425		446		486		507		551		572		620		641		693		714		770		791		851		872		936		957		1025		1046		1118		1139		1215		1236		1316		1337		1421		1442		1530		1551		1643		1664		1760		1781		1881		1901		2002		2018		2119		2131		2232		2240		2341		2345		2446		0		0		0		
78		80		103		109		132		142		165		179		202		220		243		265		288		314		337		367		390		424		447		485		508		550		573		619		642		692		715		769		792		850		873		935		958		1024		1047		1117		1140		1214		1237		1315		1338		1420		1443		1529		1552		1642		1665		1759		1782		1880		1902		2001		2019		2118		2132		2231		2241		2340		2346		2445		2447		0		0		0		
79		104		108		133		141		166		178		203		219		244		264		289		313		338		366		391		423		448		484		509		549		574		618		643		691		716		768		793		849		874		934		959		1023		1048		1116		1141		1213		1238		1314		1339		1419		1444		1528		1553		1641		1666		1758		1783		1879		1903		2000		2020		2117		2133		2230		2242		2339		2347		2444		2448		2545		0		0		0		
105		107		134		140		167		177		204		218		245		263		290		312		339		365		392		422		449		483		510		548		575		617		644		690		717		767		794		848		875		933		960		1022		1049		1115		1142		1212		1239		1313		1340		1418		1445		1527		1554		1640		1667		1757		1784		1878		1904		1999		2021		2116		2134		2229		2243		2338		2348		2443		2449		2544		2546		0		0		0		
106		135		139		168		176		205		217		246		262		291		311		340		364		393		421		450		482		511		547		576		616		645		689		718		766		795		847		876		932		961		1021		1050		1114		1143		1211		1240		1312		1341		1417		1446		1526		1555		1639		1668		1756		1785		1877		1905		1998		2022		2115		2135		2228		2244		2337		2349		2442		2450		2543		2547		2640		0		0		0		
136		138		169		175		206		216		247		261		292		310		341		363		394		420		451		481		512		546		577		615		646		688		719		765		796		846		877		931		962		1020		1051		1113		1144		1210		1241		1311		1342		1416		1447		1525		1556		1638		1669		1755		1786		1876		1906		1997		2023		2114		2136		2227		2245		2336		2350		2441		2451		2542		2548		2639		2641		0		0		0		
137		170		174		207		215		248		260		293		309		342		362		395		419		452		480		513		545		578		614		647		687		720		764		797		845		878		930		963		1019		1052		1112		1145		1209		1242		1310		1343		1415		1448		1524		1557		1637		1670		1754		1787		1875		1907		1996		2024		2113		2137		2226		2246		2335		2351		2440		2452		2541		2549		2638		2642		2731		0		0		0		
171		173		208		214		249		259		294		308		343		361		396		418		453		479		514		544		579		613		648		686		721		763		798		844		879		929		964		1018		1053		1111		1146		1208		1243		1309		1344		1414		1449		1523		1558		1636		1671		1753		1788		1874		1908		1995		2025		2112		2138		2225		2247		2334		2352		2439		2453		2540		2550		2637		2643		2730		2732		0		0		0		
172		209		213		250		258		295		307		344		360		397		417		454		478		515		543		580		612		649		685		722		762		799		843		880		928		965		1017		1054		1110		1147		1207		1244		1308		1345		1413		1450		1522		1559		1635		1672		1752		1789		1873		1909		1994		2026		2111		2139		2224		2248		2333		2353		2438		2454		2539		2551		2636		2644		2729		2733		2818		0		0		0		
210		212		251		257		296		306		345		359		398		416		455		477		516		542		581		611		650		684		723		761		800		842		881		927		966		1016		1055		1109		1148		1206		1245		1307		1346		1412		1451		1521		1560		1634		1673		1751		1790		1872		1910		1993		2027		2110		2140		2223		2249		2332		2354		2437		2455		2538		2552		2635		2645		2728		2734		2817		2819		0		0		0		
211		252		256		297		305		346		358		399		415		456		476		517		541		582		610		651		683		724		760		801		841		882		926		967		1015		1056		1108		1149		1205		1246		1306		1347		1411		1452		1520		1561		1633		1674		1750		1791		1871		1911		1992		2028		2109		2141		2222		2250		2331		2355		2436		2456		2537		2553		2634		2646		2727		2735		2816		2820		2901		0		0		0		
253		255		298		304		347		357		400		414		457		475		518		540		583		609		652		682		725		759		802		840		883		925		968		1014		1057		1107		1150		1204		1247		1305		1348		1410		1453		1519		1562		1632		1675		1749		1792		1870		1912		1991		2029		2108		2142		2221		2251		2330		2356		2435		2457		2536		2554		2633		2647		2726		2736		2815		2821		2900		2902		0		0		0		
254		299		303		348		356		401		413		458		474		519		539		584		608		653		681		726		758		803		839		884		924		969		1013		1058		1106		1151		1203		1248		1304		1349		1409		1454		1518		1563		1631		1676		1748		1793		1869		1913		1990		2030		2107		2143		2220		2252		2329		2357		2434		2458		2535		2555		2632		2648		2725		2737		2814		2822		2899		2903		2980		0		0		0		
300		302		349		355		402		412		459		473		520		538		585		607		654		680		727		757		804		838		885		923		970		1012		1059		1105		1152		1202		1249		1303		1350		1408		1455		1517		1564		1630		1677		1747		1794		1868		1914		1989		2031		2106		2144		2219		2253		2328		2358		2433		2459		2534		2556		2631		2649		2724		2738		2813		2823		2898		2904		2979		2981		0		0		0		
301		350		354		403		411		460		472		521		537		586		606		655		679		728		756		805		837		886		922		971		1011		1060		1104		1153		1201		1250		1302		1351		1407		1456		1516		1565		1629		1678		1746		1795		1867		1915		1988		2032		2105		2145		2218		2254		2327		2359		2432		2460		2533		2557		2630		2650		2723		2739		2812		2824		2897		2905		2978		2982		3055		0		0		0		
351		353		404		410		461		471		522		536		587		605		656		678		729		755		806		836		887		921		972		1010		1061		1103		1154		1200		1251		1301		1352		1406		1457		1515		1566		1628		1679		1745		1796		1866		1916		1987		2033		2104		2146		2217		2255		2326		2360		2431		2461		2532		2558		2629		2651		2722		2740		2811		2825		2896		2906		2977		2983		3054		3056		0		0		0		
352		405		409		462		470		523		535		588		604		657		677		730		754		807		835		888		920		973		1009		1062		1102		1155		1199		1252		1300		1353		1405		1458		1514		1567		1627		1680		1744		1797		1865		1917		1986		2034		2103		2147		2216		2256		2325		2361		2430		2462		2531		2559		2628		2652		2721		2741		2810		2826		2895		2907		2976		2984		3053		3057		3126		0		0		0		
406		408		463		469		524		534		589		603		658		676		731		753		808		834		889		919		974		1008		1063		1101		1156		1198		1253		1299		1354		1404		1459		1513		1568		1626		1681		1743		1798		1864		1918		1985		2035		2102		2148		2215		2257		2324		2362		2429		2463		2530		2560		2627		2653		2720		2742		2809		2827		2894		2908		2975		2985		3052		3058		3125		3127		0		0		0		
407		464		468		525		533		590		602		659		675		732		752		809		833		890		918		975		1007		1064		1100		1157		1197		1254		1298		1355		1403		1460		1512		1569		1625		1682		1742		1799		1863		1919		1984		2036		2101		2149		2214		2258		2323		2363		2428		2464		2529		2561		2626		2654		2719		2743		2808		2828		2893		2909		2974		2986		3051		3059		3124		3128		3193		0		0		0		
465		467		526		532		591		601		660		674		733		751		810		832		891		917		976		1006		1065		1099		1158		1196		1255		1297		1356		1402		1461		1511		1570		1624		1683		1741		1800		1862		1920		1983		2037		2100		2150		2213		2259		2322		2364		2427		2465		2528		2562		2625		2655		2718		2744		2807		2829		2892		2910		2973		2987		3050		3060		3123		3129		3192		3194		0		0		0		
466		527		531		592		600		661		673		734		750		811		831		892		916		977		1005		1066		1098		1159		1195		1256		1296		1357		1401		1462		1510		1571		1623		1684		1740		1801		1861		1921		1982		2038		2099		2151		2212		2260		2321		2365		2426		2466		2527		2563		2624		2656		2717		2745		2806		2830		2891		2911		2972		2988		3049		3061		3122		3130		3191		3195		3256		0		0		0		
528		530		593		599		662		672		735		749		812		830		893		915		978		1004		1067		1097		1160		1194		1257		1295		1358		1400		1463		1509		1572		1622		1685		1739		1802		1860		1922		1981		2039		2098		2152		2211		2261		2320		2366		2425		2467		2526		2564		2623		2657		2716		2746		2805		2831		2890		2912		2971		2989		3048		3062		3121		3131		3190		3196		3255		3257		0		0		0		
529		594		598		663		671		736		748		813		829		894		914		979		1003		1068		1096		1161		1193		1258		1294		1359		1399		1464		1508		1573		1621		1686		1738		1803		1859		1923		1980		2040		2097		2153		2210		2262		2319		2367		2424		2468		2525		2565		2622		2658		2715		2747		2804		2832		2889		2913		2970		2990		3047		3063		3120		3132		3189		3197		3254		3258		3315		0		0		0		
595		597		664		670		737		747		814		828		895		913		980		1002		1069		1095		1162		1192		1259		1293		1360		1398		1465		1507		1574		1620		1687		1737		1804		1858		1924		1979		2041		2096		2154		2209		2263		2318		2368		2423		2469		2524		2566		2621		2659		2714		2748		2803		2833		2888		2914		2969		2991		3046		3064		3119		3133		3188		3198		3253		3259		3314		3316		0		0		0		
596		665		669		738		746		815		827		896		912		981		1001		1070		1094		1163		1191		1260		1292		1361		1397		1466		1506		1575		1619		1688		1736		1805		1857		1925		1978		2042		2095		2155		2208		2264		2317		2369		2422		2470		2523		2567		2620		2660		2713		2749		2802		2834		2887		2915		2968		2992		3045		3065		3118		3134		3187		3199		3252		3260		3313		3317		3370		0		0		0		
666		668		739		745		816		826		897		911		982		1000		1071		1093		1164		1190		1261		1291		1362		1396		1467		1505		1576		1618		1689		1735		1806		1856		1926		1977		2043		2094		2156		2207		2265		2316		2370		2421		2471		2522		2568		2619		2661		2712		2750		2801		2835		2886		2916		2967		2993		3044		3066		3117		3135		3186		3200		3251		3261		3312		3318		3369		3371		0		0		0		
667		740		744		817		825		898		910		983		999		1072		1092		1165		1189		1262		1290		1363		1395		1468		1504		1577		1617		1690		1734		1807		1855		1927		1976		2044		2093		2157		2206		2266		2315		2371		2420		2472		2521		2569		2618		2662		2711		2751		2800		2836		2885		2917		2966		2994		3043		3067		3116		3136		3185		3201		3250		3262		3311		3319		3368		3372		3421		0		0		0		
741		743		818		824		899		909		984		998		1073		1091		1166		1188		1263		1289		1364		1394		1469		1503		1578		1616		1691		1733		1808		1854		1928		1975		2045		2092		2158		2205		2267		2314		2372		2419		2473		2520		2570		2617		2663		2710		2752		2799		2837		2884		2918		2965		2995		3042		3068		3115		3137		3184		3202		3249		3263		3310		3320		3367		3373		3420		3422		0		0		0		
742		819		823		900		908		985		997		1074		1090		1167		1187		1264		1288		1365		1393		1470		1502		1579		1615		1692		1732		1809		1853		1929		1974		2046		2091		2159		2204		2268		2313		2373		2418		2474		2519		2571		2616		2664		2709		2753		2798		2838		2883		2919		2964		2996		3041		3069		3114		3138		3183		3203		3248		3264		3309		3321		3366		3374		3419		3423		3468		0		0		0		
820		822		901		907		986		996		1075		1089		1168		1186		1265		1287		1366		1392		1471		1501		1580		1614		1693		1731		1810		1852		1930		1973		2047		2090		2160		2203		2269		2312		2374		2417		2475		2518		2572		2615		2665		2708		2754		2797		2839		2882		2920		2963		2997		3040		3070		3113		3139		3182		3204		3247		3265		3308		3322		3365		3375		3418		3424		3467		3469		0		0		0		
821		902		906		987		995		1076		1088		1169		1185		1266		1286		1367		1391		1472		1500		1581		1613		1694		1730		1811		1851		1931		1972		2048		2089		2161		2202		2270		2311		2375		2416		2476		2517		2573		2614		2666		2707		2755		2796		2840		2881		2921		2962		2998		3039		3071		3112		3140		3181		3205		3246		3266		3307		3323		3364		3376		3417		3425		3466		3470		3511		0		0		0		
903		905		988		994		1077		1087		1170		1184		1267		1285		1368		1390		1473		1499		1582		1612		1695		1729		1812		1850		1932		1971		2049		2088		2162		2201		2271		2310		2376		2415		2477		2516		2574		2613		2667		2706		2756		2795		2841		2880		2922		2961		2999		3038		3072		3111		3141		3180		3206		3245		3267		3306		3324		3363		3377		3416		3426		3465		3471		3510		3512		0		0		0		
904		989		993		1078		1086		1171		1183		1268		1284		1369		1389		1474		1498		1583		1611		1696		1728		1813		1849		1933		1970		2050		2087		2163		2200		2272		2309		2377		2414		2478		2515		2575		2612		2668		2705		2757		2794		2842		2879		2923		2960		3000		3037		3073		3110		3142		3179		3207		3244		3268		3305		3325		3362		3378		3415		3427		3464		3472		3509		3513		3550		0		0		0		
990		992		1079		1085		1172		1182		1269		1283		1370		1388		1475		1497		1584		1610		1697		1727		1814		1848		1934		1969		2051		2086		2164		2199		2273		2308		2378		2413		2479		2514		2576		2611		2669		2704		2758		2793		2843		2878		2924		2959		3001		3036		3074		3109		3143		3178		3208		3243		3269		3304		3326		3361		3379		3414		3428		3463		3473		3508		3514		3549		3551		0		0		0		
991		1080		1084		1173		1181		1270		1282		1371		1387		1476		1496		1585		1609		1698		1726		1815		1847		1935		1968		2052		2085		2165		2198		2274		2307		2379		2412		2480		2513		2577		2610		2670		2703		2759		2792		2844		2877		2925		2958		3002		3035		3075		3108		3144		3177		3209		3242		3270		3303		3327		3360		3380		3413		3429		3462		3474		3507		3515		3548		3552		3585		0		0		0		
1081		1083		1174		1180		1271		1281		1372		1386		1477		1495		1586		1608		1699		1725		1816		1846		1936		1967		2053		2084		2166		2197		2275		2306		2380		2411		2481		2512		2578		2609		2671		2702		2760		2791		2845		2876		2926		2957		3003		3034		3076		3107		3145		3176		3210		3241		3271		3302		3328		3359		3381		3412		3430		3461		3475		3506		3516		3547		3553		3584		3586		0		0		0		
1082		1175		1179		1272		1280		1373		1385		1478		1494		1587		1607		1700		1724		1817		1845		1937		1966		2054		2083		2167		2196		2276		2305		2381		2410		2482		2511		2579		2608		2672		2701		2761		2790		2846		2875		2927		2956		3004		3033		3077		3106		3146		3175		3211		3240		3272		3301		3329		3358		3382		3411		3431		3460		3476		3505		3517		3546		3554		3583		3587		3616		0		0		0		
1176		1178		1273		1279		1374		1384		1479		1493		1588		1606		1701		1723		1818		1844		1938		1965		2055		2082		2168		2195		2277		2304		2382		2409		2483		2510		2580		2607		2673		2700		2762		2789		2847		2874		2928		2955		3005		3032		3078		3105		3147		3174		3212		3239		3273		3300		3330		3357		3383		3410		3432		3459		3477		3504		3518		3545		3555		3582		3588		3615		3617		0		0		0		
1177		1274		1278		1375		1383		1480		1492		1589		1605		1702		1722		1819		1843		1939		1964		2056		2081		2169		2194		2278		2303		2383		2408		2484		2509		2581		2606		2674		2699		2763		2788		2848		2873		2929		2954		3006		3031		3079		3104		3148		3173		3213		3238		3274		3299		3331		3356		3384		3409		3433		3458		3478		3503		3519		3544		3556		3581		3589		3614		3618		3643		0		0		0		
1275		1277		1376		1382		1481		1491		1590		1604		1703		1721		1820		1842		1940		1963		2057		2080		2170		2193		2279		2302		2384		2407		2485		2508		2582		2605		2675		2698		2764		2787		2849		2872		2930		2953		3007		3030		3080		3103		3149		3172		3214		3237		3275		3298		3332		3355		3385		3408		3434		3457		3479		3502		3520		3543		3557		3580		3590		3613		3619		3642		3644		0		0		0		
1276		1377		1381		1482		1490		1591		1603		1704		1720		1821		1841		1941		1962		2058		2079		2171		2192		2280		2301		2385		2406		2486		2507		2583		2604		2676		2697		2765		2786		2850		2871		2931		2952		3008		3029		3081		3102		3150		3171		3215		3236		3276		3297		3333		3354		3386		3407		3435		3456		3480		3501		3521		3542		3558		3579		3591		3612		3620		3641		3645		3666		0		0		0		
1378		1380		1483		1489		1592		1602		1705		1719		1822		1840		1942		1961		2059		2078		2172		2191		2281		2300		2386		2405		2487		2506		2584		2603		2677		2696		2766		2785		2851		2870		2932		2951		3009		3028		3082		3101		3151		3170		3216		3235		3277		3296		3334		3353		3387		3406		3436		3455		3481		3500		3522		3541		3559		3578		3592		3611		3621		3640		3646		3665		3667		0		0		0		
1379		1484		1488		1593		1601		1706		1718		1823		1839		1943		1960		2060		2077		2173		2190		2282		2299		2387		2404		2488		2505		2585		2602		2678		2695		2767		2784		2852		2869		2933		2950		3010		3027		3083		3100		3152		3169		3217		3234		3278		3295		3335		3352		3388		3405		3437		3454		3482		3499		3523		3540		3560		3577		3593		3610		3622		3639		3647		3664		3668		3685		0		0		0		
1485		1487		1594		1600		1707		1717		1824		1838		1944		1959		2061		2076		2174		2189		2283		2298		2388		2403		2489		2504		2586		2601		2679		2694		2768		2783		2853		2868		2934		2949		3011		3026		3084		3099		3153		3168		3218		3233		3279		3294		3336		3351		3389		3404		3438		3453		3483		3498		3524		3539		3561		3576		3594		3609		3623		3638		3648		3663		3669		3684		3686		0		0		0		
1486		1595		1599		1708		1716		1825		1837		1945		1958		2062		2075		2175		2188		2284		2297		2389		2402		2490		2503		2587		2600		2680		2693		2769		2782		2854		2867		2935		2948		3012		3025		3085		3098		3154		3167		3219		3232		3280		3293		3337		3350		3390		3403		3439		3452		3484		3497		3525		3538		3562		3575		3595		3608		3624		3637		3649		3662		3670		3683		3687		3700		0		0		0		
1596		1598		1709		1715		1826		1836		1946		1957		2063		2074		2176		2187		2285		2296		2390		2401		2491		2502		2588		2599		2681		2692		2770		2781		2855		2866		2936		2947		3013		3024		3086		3097		3155		3166		3220		3231		3281		3292		3338		3349		3391		3402		3440		3451		3485		3496		3526		3537		3563		3574		3596		3607		3625		3636		3650		3661		3671		3682		3688		3699		3701		0		0		0		
1597		1710		1714		1827		1835		1947		1956		2064		2073		2177		2186		2286		2295		2391		2400		2492		2501		2589		2598		2682		2691		2771		2780		2856		2865		2937		2946		3014		3023		3087		3096		3156		3165		3221		3230		3282		3291		3339		3348		3392		3401		3441		3450		3486		3495		3527		3536		3564		3573		3597		3606		3626		3635		3651		3660		3672		3681		3689		3698		3702		3711		0		0		0		
1711		1713		1828		1834		1948		1955		2065		2072		2178		2185		2287		2294		2392		2399		2493		2500		2590		2597		2683		2690		2772		2779		2857		2864		2938		2945		3015		3022		3088		3095		3157		3164		3222		3229		3283		3290		3340		3347		3393		3400		3442		3449		3487		3494		3528		3535		3565		3572		3598		3605		3627		3634		3652		3659		3673		3680		3690		3697		3703		3710		3712		0		0		0		
1712		1829		1833		1949		1954		2066		2071		2179		2184		2288		2293		2393		2398		2494		2499		2591		2596		2684		2689		2773		2778		2858		2863		2939		2944		3016		3021		3089		3094		3158		3163		3223		3228		3284		3289		3341		3346		3394		3399		3443		3448		3488		3493		3529		3534		3566		3571		3599		3604		3628		3633		3653		3658		3674		3679		3691		3696		3704		3709		3713		3718		0		0		0		
1830		1832		1950		1953		2067		2070		2180		2183		2289		2292		2394		2397		2495		2498		2592		2595		2685		2688		2774		2777		2859		2862		2940		2943		3017		3020		3090		3093		3159		3162		3224		3227		3285		3288		3342		3345		3395		3398		3444		3447		3489		3492		3530		3533		3567		3570		3600		3603		3629		3632		3654		3657		3675		3678		3692		3695		3705		3708		3714		3717		3719		0		0		0		
1831		1951		1952		2068		2069		2181		2182		2290		2291		2395		2396		2496		2497		2593		2594		2686		2687		2775		2776		2860		2861		2941		2942		3018		3019		3091		3092		3160		3161		3225		3226		3286		3287		3343		3344		3396		3397		3445		3446		3490		3491		3531		3532		3568		3569		3601		3602		3630		3631		3655		3656		3676		3677		3693		3694		3706		3707		3715		3716		3720		3721		0		0		0		
0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		

